Entity,Code,Year,Percentage who used online resources and information,Percentage who used employment agencies (government or private),Percentage who used ads in print publications,Percentage who used professional or work connections,"Percentage who used job fairs, conferences, and other events",Percentage who used connections with close friends or family,Percentage who used acquaintances or friends-of-friends
United States,USA,2015,79,32,32,63,28,66,55
